,DATE,SEX,AGE,AREA,INCOME,SEOUL,GYEONGI,BUSAN,CHUNGNAM,CHUNGBUK,GYEONGNAM,GYEONGBUK,JEONNAM,JEONBUK,GANGWON,JEJU
1832,20221121,0,0,8,1,3,2,4,3,2,3,3,4,2,3,4
1833,20221121,1,4,8,2,1,0,0,0,0,0,0,2,2,2,0
1834,20221121,1,4,8,1,2,1,1,2,2,1,2,2,3,2,3
1835,20221121,1,4,8,1,2,3,2,2,2,2,2,2,2,3,3
1836,20221121,0,0,8,2,2,3,3,2,2,2,2,1,1,3,2
1837,20221121,1,1,10,3,3,3,3,1,1,2,2,2,0,3,2
1838,20221121,0,4,14,2,2,2,2,2,3,2,2,2,2,3,2
1839,20221121,1,4,9,1,2,1,1,1,2,2,3,2,2,3,3
1840,20221121,0,4,6,3,2,2,3,1,2,3,3,3,2,3,2
1841,20221121,0,2,3,3,2,2,2,2,2,2,2,2,2,3,3
1842,20221121,1,4,0,2,1,1,3,2,2,2,1,2,3,3,3
1843,20221121,1,0,1,3,2,2,3,2,2,2,2,2,2,2,2
1844,20221121,0,1,5,1,3,3,3,1,3,3,1,3,3,3,3
1845,20221121,0,3,14,4,0,0,1,0,1,3,3,2,2,4,2
1846,20221121,0,3,1,2,2,2,3,2,2,3,2,3,3,2,3
1847,20221121,1,4,12,4,3,3,3,3,2,3,2,4,3,4,4
1848,20221121,1,2,7,3,4,3,3,2,3,3,3,3,3,3,3
1850,20221121,0,4,5,3,2,1,3,0,4,1,4,3,0,4,2
1851,20221121,0,2,1,3,4,3,3,3,3,3,3,3,3,4,2
1852,20221121,1,2,7,3,2,2,2,2,2,2,2,2,2,2,2
1853,20221121,0,2,9,1,2,2,2,2,2,2,2,2,2,2,3
1854,20221121,1,0,1,4,3,2,2,3,3,3,3,3,3,2,3
1855,20221121,0,2,2,2,2,3,0,2,2,4,2,2,2,2,4
1856,20221121,1,3,3,1,2,1,2,1,1,1,2,1,1,1,2
1857,20221121,0,4,7,3,3,2,2,2,2,1,2,1,2,3,2
1858,20221121,0,1,1,1,2,2,2,2,2,2,0,2,2,2,2
1859,20221121,0,3,14,3,4,2,2,2,2,2,2,2,2,2,3
1860,20221121,1,3,1,3,0,2,3,2,3,2,4,3,2,3,2
1861,20221121,0,0,1,3,1,2,3,2,3,3,3,2,3,3,3
1862,20221121,1,0,10,2,2,2,3,2,1,0,3,2,2,3,3
1863,20221121,1,2,1,4,2,2,2,2,2,2,0,2,2,4,3
1865,20221121,0,0,1,4,0,3,4,2,2,4,1,3,0,0,3
1866,20221121,1,4,3,1,1,2,3,1,2,2,2,3,2,3,3
1867,20221121,1,4,1,4,2,2,3,2,2,2,2,3,2,2,3
1869,20221121,0,3,0,2,0,0,3,3,3,3,2,2,2,3,4
1870,20221121,1,0,2,3,2,2,2,2,2,2,2,2,2,3,2
1872,20221121,1,2,1,1,3,4,4,4,2,4,3,4,4,3,4
1873,20221121,1,0,12,2,3,3,3,2,2,2,3,3,2,3,2
1874,20221121,0,2,1,4,2,2,3,2,2,2,2,2,2,2,3
1875,20221121,1,3,4,2,0,0,2,0,0,0,0,3,0,2,3
1876,20221121,0,0,8,2,2,2,3,2,3,0,1,2,3,3,3
1877,20221121,0,4,10,4,2,2,2,2,3,2,2,2,2,2,3
1878,20221121,0,1,4,3,1,3,3,1,1,1,1,2,1,4,2
1879,20221121,1,4,1,1,2,2,3,3,2,3,2,2,2,2,4
1880,20221121,1,3,3,1,4,4,4,4,4,4,4,4,3,4,4
1881,20221121,0,4,11,2,2,2,3,2,2,3,2,2,2,3,3
1882,20221121,1,3,7,4,3,2,0,3,3,0,1,4,3,2,3
1883,20221121,1,4,1,2,1,2,3,2,2,3,3,3,2,2,2
1884,20221121,1,4,1,2,2,2,3,2,2,0,0,0,0,1,2
1885,20221121,1,0,1,3,2,2,3,1,2,2,2,1,2,2,3
1886,20221121,1,4,3,3,2,2,2,2,2,2,2,2,2,2,2
1887,20221121,0,3,7,1,2,2,3,2,3,2,2,2,1,3,4
1888,20221121,0,4,7,2,3,2,2,2,3,2,2,2,2,3,2
1889,20221121,1,3,1,4,2,2,4,4,3,3,3,3,3,4,4
1890,20221121,1,3,0,3,2,2,2,2,2,2,2,2,2,2,2
1891,20221121,0,3,4,3,2,2,2,2,2,2,2,2,2,2,2
1892,20221121,1,2,14,4,0,0,0,3,0,0,0,0,0,3,4
1893,20221121,1,2,10,4,2,2,2,0,1,2,2,2,0,3,1
1894,20221121,1,2,14,2,4,2,2,2,2,2,2,2,2,4,2
1895,20221121,0,2,5,3,3,2,3,2,2,2,2,3,2,2,2
1896,20221121,0,3,1,4,2,2,1,2,2,0,0,4,3,3,2
1897,20221121,1,4,11,1,3,2,0,2,2,2,0,4,2,0,4
1898,20221121,0,1,4,4,3,2,3,2,2,1,2,0,2,3,1
1899,20221121,1,2,11,2,0,2,3,2,1,3,1,1,2,2,2
1900,20221121,0,2,2,2,3,4,0,2,3,0,3,0,0,4,4
1901,20221121,1,2,2,4,0,0,3,2,2,2,0,2,2,3,4
1902,20221121,0,1,7,1,1,1,0,1,1,2,3,1,2,3,3
1904,20221121,0,0,7,1,2,3,1,0,0,2,2,0,0,0,0
1905,20221121,0,3,11,2,1,1,1,1,1,0,1,2,1,0,2
1906,20221121,0,2,1,4,2,2,3,2,2,3,3,3,2,0,1
1907,20221121,0,2,1,2,2,3,3,3,3,3,3,3,2,3,3
1908,20221121,1,2,15,3,4,3,2,1,2,2,2,3,3,4,3
1909,20221121,0,1,10,3,2,2,2,2,3,2,2,2,2,2,2
1910,20221121,0,4,4,2,3,2,3,2,2,2,2,2,2,3,3
1911,20221121,0,0,6,2,2,2,2,2,2,2,2,2,2,2,2
1912,20221121,0,1,2,1,4,0,0,0,0,2,0,0,0,2,2
1913,20221121,0,4,7,2,4,3,2,2,1,2,3,3,2,1,4
1914,20221121,0,3,1,4,0,1,0,1,1,1,1,2,1,2,3
1915,20221121,1,3,1,2,2,2,2,2,3,2,2,2,2,4,4
1916,20221121,0,3,1,1,2,2,2,2,2,2,2,2,2,2,2
1917,20221121,0,3,1,2,3,2,3,2,2,2,2,2,2,3,2
1918,20221121,1,4,10,3,3,4,4,3,3,2,2,4,3,3,2
1919,20221121,0,1,3,2,2,2,2,2,3,2,3,2,2,3,2
1920,20221121,1,3,11,4,3,3,2,2,2,2,2,2,2,2,2
1921,20221121,0,4,0,3,2,2,3,2,2,2,2,3,2,0,2
1922,20221121,1,1,10,2,3,2,3,2,2,2,3,2,2,3,3
1923,20221121,0,2,1,3,2,2,2,1,2,2,0,2,2,2,2
1924,20221121,0,1,4,1,2,2,2,2,2,2,2,2,2,2,4
1925,20221121,1,4,3,2,1,1,3,3,2,2,3,1,2,2,1
1926,20221121,1,3,15,3,2,2,3,3,4,3,3,2,2,3,3
1927,20221121,1,4,1,2,3,2,3,2,2,3,3,2,2,2,4
1928,20221121,1,4,1,2,3,2,3,1,2,3,2,0,1,2,2
1929,20221121,0,0,1,2,2,3,3,2,2,2,2,2,2,3,3
1930,20221121,0,3,7,3,0,0,0,0,0,0,3,0,0,3,2
1931,20221121,0,2,13,3,4,2,3,1,2,1,2,3,2,1,4
1932,20221121,0,4,2,3,2,2,2,2,2,3,1,2,1,2,2
1933,20221121,0,1,1,2,2,2,4,2,2,3,2,2,2,3,4
1934,20221121,0,2,14,4,3,2,4,1,1,3,1,3,3,2,3
1935,20221121,1,2,12,2,0,4,2,3,3,0,0,3,2,0,4
1936,20221121,1,3,7,1,1,0,2,0,0,1,2,0,0,1,0
1937,20221121,0,4,7,4,2,2,2,2,2,2,2,2,2,2,3
1938,20221121,0,3,5,4,2,2,3,2,2,2,3,3,3,3,3
1939,20221121,0,3,1,3,1,1,1,1,1,1,1,1,1,1,1
1940,20221121,1,3,7,4,2,1,1,3,1,0,2,1,1,3,1
1941,20221121,1,1,3,1,2,2,0,1,2,2,2,3,3,4,1
1942,20221121,1,1,10,3,2,1,2,2,2,2,2,2,2,2,1
1943,20221121,0,1,6,2,3,3,3,1,1,2,2,2,2,2,3
1944,20221121,1,3,1,4,3,3,2,2,2,1,2,3,2,2,3
1945,20221121,0,1,6,2,3,2,3,1,1,1,2,3,1,3,3
1946,20221121,0,4,14,3,2,2,3,2,3,1,1,2,3,3,3
1947,20221121,0,2,1,2,2,2,4,2,2,3,2,2,2,3,4
1948,20221121,1,0,15,2,2,3,3,2,2,3,3,2,2,2,3
1949,20221121,1,4,5,4,3,3,3,2,3,3,2,2,2,4,2
1950,20221121,0,4,2,2,2,0,2,0,2,3,2,0,0,4,2
1951,20221121,1,3,14,2,2,3,2,2,2,3,2,2,2,3,3
1952,20221121,0,1,1,3,1,0,4,3,2,4,4,2,2,3,4
1953,20221121,1,4,1,4,2,2,3,3,3,3,3,3,3,3,3
1954,20221121,1,3,10,4,3,3,3,2,2,2,2,2,2,3,3
1955,20221121,1,2,10,4,0,0,4,0,1,4,0,0,1,4,1
1956,20221121,1,4,12,1,1,0,2,1,1,1,1,1,2,0,1
1957,20221121,0,4,7,4,2,1,2,1,3,3,1,3,1,3,2
1958,20221121,1,3,13,4,3,2,2,0,0,2,0,2,1,3,0
1959,20221121,1,2,1,2,1,2,2,3,2,3,2,3,2,2,2
1960,20221121,1,1,8,2,2,3,4,2,2,3,3,3,2,3,4
1962,20221121,1,0,1,4,3,2,2,2,2,3,2,1,2,1,3
1963,20221121,0,2,1,3,1,0,2,1,1,0,0,1,1,0,0
1964,20221121,1,4,1,1,2,2,1,2,1,1,1,1,1,1,2
1965,20221121,1,3,1,4,2,3,4,4,3,4,4,4,4,4,4
1966,20221121,0,4,2,2,2,2,2,2,2,2,2,2,2,2,2
1967,20221121,1,3,12,4,2,2,3,2,2,2,2,2,2,2,3
1968,20221121,1,3,1,2,3,3,3,2,2,2,2,2,2,3,3
1969,20221121,0,3,10,2,2,2,2,2,2,1,0,3,3,3,4
1970,20221121,1,3,0,2,1,2,3,1,3,2,2,2,3,2,2
1971,20221121,0,3,4,3,2,1,1,1,1,1,1,3,1,0,3
1973,20221121,1,2,0,4,3,3,2,3,2,2,2,3,2,2,3
1974,20221121,1,2,1,4,2,1,4,2,3,2,1,2,3,3,3
1975,20221121,1,2,2,3,2,2,1,4,3,1,2,3,3,4,4
1976,20221121,0,2,1,3,2,2,3,2,2,3,2,2,2,2,3
1977,20221121,0,2,15,2,3,3,2,3,1,2,2,3,2,3,4
1978,20221121,1,4,6,2,0,1,2,2,1,2,2,3,2,2,2
1979,20221121,0,0,15,3,2,3,4,1,0,1,1,1,2,3,2
1980,20221121,1,2,10,3,2,2,2,3,3,3,3,3,3,3,4
1981,20221121,0,4,3,2,2,2,2,2,3,2,2,2,2,2,3
1983,20221121,1,0,1,3,2,1,3,4,4,2,4,4,2,4,4
1984,20221121,0,0,7,1,2,2,2,2,2,2,2,2,2,2,2
1985,20221121,1,3,5,4,2,2,2,2,3,3,2,3,2,3,3
1986,20221121,1,2,1,3,2,3,2,2,2,2,2,2,2,2,3
1987,20221121,1,4,1,4,2,1,2,1,1,1,2,2,1,3,3
1988,20221121,1,4,7,3,3,2,3,2,1,2,2,2,1,1,2
1989,20221121,1,1,11,3,2,3,3,2,2,2,3,1,2,3,3
1990,20221121,1,3,5,2,3,2,2,2,2,2,3,3,3,4,4
1991,20221121,0,1,1,4,4,0,4,0,0,4,0,0,0,0,4
1992,20221121,0,1,1,4,2,2,0,2,2,2,0,3,3,2,3
1993,20221121,1,2,1,4,2,2,2,3,2,2,2,3,2,2,2
1994,20221121,0,2,3,3,2,2,2,2,2,2,2,2,2,2,2
1995,20221121,0,4,2,4,0,1,2,4,2,2,1,2,4,2,2
1996,20221121,0,3,1,1,0,2,3,2,2,3,3,2,2,2,3
1997,20221121,1,2,1,2,2,2,1,1,1,0,2,1,1,2,2
1998,20221121,1,3,4,2,3,3,2,2,1,2,2,2,3,2,3
1999,20221121,1,3,1,4,2,2,2,2,3,3,2,2,3,2,2
2000,20221121,1,0,3,2,2,3,1,2,0,4,2,3,3,0,4
2001,20221121,1,4,14,1,4,2,2,2,2,2,2,2,2,2,2
2002,20221121,1,4,3,2,3,2,3,1,1,2,2,0,0,1,3
2003,20221128,1,4,14,3,2,2,4,3,3,2,2,3,2,3,3
2004,20221128,1,4,14,4,2,1,3,2,1,3,2,2,2,2,2
2005,20221128,1,3,8,2,2,2,2,2,4,3,4,0,0,2,3
2006,20221128,1,3,8,4,0,0,2,0,0,0,1,1,0,2,3
2007,20221128,1,3,8,4,2,2,2,2,2,2,2,2,2,2,2
2008,20221128,1,3,8,4,0,1,2,1,1,2,2,2,2,2,3
2009,20221128,1,3,8,4,1,2,3,2,1,1,2,1,2,2,2
2010,20221128,1,3,8,4,2,2,4,2,2,2,2,3,3,4,4
2011,20221128,1,3,8,4,2,2,4,2,2,3,3,1,2,4,3
2012,20221128,1,3,5,2,0,3,0,0,0,3,2,0,0,0,2
2014,20221128,1,2,8,4,4,2,4,4,4,4,4,4,4,4,1
2015,20221128,1,2,8,2,3,2,4,4,4,4,4,4,4,4,4
2016,20221128,1,2,8,3,2,2,2,2,2,2,2,2,2,2,2
2017,20221128,1,2,8,2,2,2,2,2,2,2,2,2,2,3,3
2018,20221128,1,2,8,3,4,0,4,0,0,2,4,0,0,4,4
2019,20221128,1,2,8,4,2,2,2,2,4,2,2,3,3,2,1
2020,20221128,1,2,7,1,3,2,2,2,2,3,2,3,3,3,2
2021,20221128,1,2,7,2,4,2,1,2,1,2,1,3,2,3,2
2022,20221128,1,1,8,4,2,2,3,1,2,2,1,2,2,3,3
2023,20221128,1,1,8,2,2,3,2,2,2,2,3,2,3,2,3
2024,20221128,1,1,8,3,2,2,2,3,2,2,2,2,2,4,4
2025,20221128,1,1,8,4,2,1,1,1,1,1,1,1,1,1,0
2026,20221128,1,1,8,1,1,2,2,3,3,3,3,2,2,2,2
2027,20221128,1,1,8,1,1,3,1,0,0,1,0,0,4,2,0
2028,20221128,1,1,2,3,3,4,1,1,1,4,1,2,4,1,4
2029,20221128,1,1,2,3,4,4,4,3,3,4,3,3,3,3,2
2031,20221128,1,0,8,2,4,0,4,0,0,0,0,0,4,0,2
2032,20221128,0,4,8,2,0,0,1,2,3,1,1,2,1,3,2
2033,20221128,0,4,8,4,3,2,3,2,2,2,2,3,3,3,3
2034,20221128,0,3,8,1,2,3,3,3,3,2,3,3,3,3,3
2035,20221128,0,3,8,4,0,2,3,2,2,2,3,2,2,2,3
2036,20221128,0,3,8,4,2,2,2,2,1,2,1,0,0,2,3
2037,20221128,0,3,8,4,2,2,3,2,2,3,3,2,2,2,4
2038,20221128,0,3,8,4,2,2,2,2,2,2,2,2,2,2,0
2039,20221128,0,3,8,1,0,2,3,2,2,3,3,3,2,3,0
2040,20221128,0,3,8,3,2,2,2,2,2,2,2,2,2,2,2
2041,20221128,0,3,8,4,2,2,2,2,3,2,2,2,2,3,2
2042,20221128,0,3,8,3,2,3,2,2,2,3,2,2,2,3,3
2043,20221128,0,3,8,4,2,2,3,2,2,2,3,2,2,3,3
2044,20221128,0,3,10,2,2,2,3,3,2,3,2,3,2,3,4
2045,20221128,0,3,10,3,1,1,1,1,1,1,1,2,1,3,1
2046,20221128,0,2,8,3,2,3,3,2,2,2,1,3,3,2,3
2047,20221128,0,2,8,3,2,2,3,2,2,2,2,3,2,2,2
2048,20221128,0,2,8,3,0,1,2,1,1,2,1,3,2,3,3
2049,20221128,0,2,8,3,1,0,2,3,3,2,3,3,3,1,4
2050,20221128,0,2,8,4,1,1,3,2,3,3,3,3,3,4,4
2051,20221128,0,2,8,2,2,2,2,2,2,2,2,2,2,2,2
2052,20221128,0,2,8,2,0,2,3,0,3,0,1,3,2,3,3
2053,20221128,0,2,12,4,4,2,3,2,2,2,2,2,2,1,3
2054,20221128,0,1,1,3,1,1,3,2,2,2,3,4,2,2,3
2055,20221128,0,1,1,4,0,2,2,2,2,2,2,2,2,2,2
2056,20221128,0,1,1,1,3,2,2,0,0,1,2,0,0,2,4
2057,20221128,0,1,1,2,2,0,0,0,0,0,0,2,0,0,0
2058,20221128,0,1,1,4,1,1,2,0,0,1,2,0,1,1,0
2059,20221128,0,1,15,2,3,0,2,0,1,0,2,0,1,2,0
2060,20221128,0,0,15,2,0,0,0,0,4,0,0,0,0,0,0
2061,20221128,0,0,1,3,3,3,3,0,0,2,3,1,0,3,4
2062,20221128,0,0,1,4,0,2,3,1,0,3,0,1,2,3,3
2063,20221128,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0
2064,20221128,0,0,8,2,1,3,1,3,1,2,2,1,2,2,2
2065,20221128,0,0,8,1,0,3,3,3,3,3,3,3,3,3,2
2066,20221128,0,0,1,3,2,3,2,1,1,2,0,3,2,1,3
2067,20221128,0,0,5,3,3,2,2,2,2,2,2,2,2,2,3
2068,20221128,1,4,8,1,2,2,3,2,2,2,2,3,3,3,3
2069,20221128,1,4,8,3,2,3,2,2,2,2,2,2,2,2,3
2070,20221128,1,1,14,2,2,2,2,0,2,3,3,2,2,3,4
2071,20221128,1,4,8,2,2,2,2,2,2,0,1,3,4,3,1
2072,20221128,1,4,8,2,2,3,3,2,2,1,2,1,2,1,2
2073,20221128,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2
2074,20221128,1,1,12,1,2,1,2,2,0,1,0,2,2,3,3
2075,20221128,0,1,10,2,2,2,3,1,1,3,3,4,2,4,0
2076,20221128,1,3,1,2,2,2,2,2,1,2,2,1,1,2,2
2077,20221128,0,3,1,4,2,2,2,1,2,1,2,2,1,3,3
2078,20221128,1,4,8,2,3,3,2,2,2,2,2,3,3,3,3
2079,20221128,0,2,1,4,2,1,3,1,1,2,0,1,1,3,2
2080,20221128,1,4,7,4,3,3,2,2,2,2,2,2,2,2,3
2081,20221128,0,2,3,4,4,2,2,2,2,1,1,2,2,3,2
2083,20221128,0,3,1,2,2,2,1,2,2,1,2,2,1,2,2
2084,20221128,0,3,9,4,2,2,3,3,2,3,3,3,4,2,3
2086,20221128,0,2,1,3,2,2,2,3,3,3,3,3,3,4,4
2087,20221128,1,0,7,3,3,2,2,2,2,0,0,3,2,3,2
2088,20221128,0,3,3,3,0,0,0,0,0,1,1,0,0,3,4
2089,20221128,0,3,1,4,2,2,1,2,2,2,2,2,2,2,1
2090,20221128,0,3,1,4,2,2,2,2,3,2,2,3,2,3,3
2091,20221128,0,0,8,3,1,1,1,1,1,1,2,1,2,2,2
2092,20221128,1,4,10,3,4,4,4,4,4,4,3,4,4,4,3
2093,20221128,1,0,7,2,3,2,2,2,2,3,2,2,2,2,3
2094,20221128,0,0,8,1,0,0,0,0,0,0,0,4,0,0,4
2095,20221128,0,2,1,3,0,2,0,3,2,0,4,0,0,3,0
2096,20221128,0,4,6,1,3,3,3,3,3,2,2,3,3,3,2
2097,20221128,1,0,3,1,4,3,2,0,0,2,2,0,0,0,0
2098,20221128,1,0,1,1,1,2,1,1,1,1,1,1,3,1,1
2099,20221128,1,4,6,2,4,2,2,2,2,2,2,2,2,2,2
2100,20221128,1,0,14,3,2,3,2,2,1,1,1,1,1,1,2
2101,20221128,0,0,1,2,1,1,1,2,1,2,1,3,1,1,1
2103,20221128,1,3,10,4,2,2,2,2,2,2,1,3,3,2,3
2104,20221128,0,0,2,1,4,3,2,2,2,2,3,2,2,2,2
2105,20221128,1,1,1,2,1,1,3,2,2,3,2,2,2,4,4
2106,20221128,0,3,1,2,2,3,3,2,2,1,2,3,2,2,2
2107,20221128,0,2,3,3,2,2,2,1,3,1,2,3,2,2,3
2108,20221128,0,0,3,2,3,2,1,2,2,3,2,2,2,3,3
2110,20221128,1,3,7,3,3,4,0,2,3,2,2,2,2,3,4
2111,20221128,1,4,10,2,2,2,3,2,2,2,2,2,2,2,3
2112,20221128,0,4,1,2,0,2,2,3,2,1,1,3,2,3,3
2113,20221128,0,4,3,3,2,2,3,2,2,3,2,3,2,2,3
2114,20221128,1,3,15,2,2,2,3,2,2,2,2,2,2,3,1
2115,20221128,0,2,7,3,3,1,0,3,3,1,2,4,3,4,4
2116,20221128,0,4,14,2,1,2,2,2,2,1,3,2,2,3,3
2117,20221128,1,4,10,2,2,2,2,2,3,3,2,1,1,3,2
2118,20221128,1,2,10,1,0,2,0,2,3,1,1,0,1,3,4
2119,20221128,0,3,1,3,2,3,3,2,3,2,2,2,2,3,4
2120,20221128,0,4,2,3,0,2,2,2,3,3,2,3,2,4,0
2121,20221128,1,3,4,4,2,2,2,3,3,4,2,3,2,3,2
2122,20221128,1,2,1,3,0,1,2,3,1,2,3,4,3,2,3
2123,20221128,1,3,1,4,1,2,0,3,2,3,2,0,3,4,2
2124,20221128,0,0,1,4,2,3,3,1,1,3,1,2,2,2,4
2125,20221128,1,1,11,3,3,2,4,2,2,3,2,2,2,3,4
2126,20221128,0,0,8,4,0,1,4,0,3,4,2,0,0,4,2
2127,20221128,0,1,12,2,3,2,2,2,2,2,2,2,2,2,3
2128,20221128,1,1,1,4,2,2,0,2,2,2,2,2,2,2,0
2129,20221128,1,0,1,4,2,2,4,3,1,3,3,2,2,4,2
2130,20221128,1,1,4,4,2,3,1,2,2,2,2,3,2,4,3
2131,20221128,0,1,7,2,3,0,2,0,2,2,2,3,3,3,4
2132,20221128,0,1,14,2,4,2,3,2,2,2,2,2,2,2,4
2133,20221128,0,0,8,1,1,2,4,2,2,2,2,4,2,2,4
2134,20221128,0,2,1,3,2,2,2,3,3,2,1,3,3,3,3
2135,20221128,1,1,15,3,3,2,3,0,0,2,2,2,2,4,4
2136,20221128,0,4,0,2,2,2,2,3,2,2,2,3,3,3,2
2137,20221128,0,4,2,3,2,2,4,2,3,3,4,2,3,4,3
2138,20221128,1,3,1,1,2,2,4,3,3,3,3,3,3,4,4
2139,20221128,1,4,1,3,2,2,1,2,2,2,2,3,2,3,3
2140,20221128,1,2,3,1,0,3,2,2,2,0,0,2,2,1,4
2141,20221128,1,3,3,4,3,3,2,3,3,3,3,3,3,3,3
2142,20221128,1,0,13,2,2,3,2,1,1,1,1,1,1,2,4
2143,20221128,0,4,12,3,2,1,1,2,2,2,1,3,0,3,1
2144,20221128,1,1,10,2,2,2,3,2,2,3,3,3,3,3,4
2145,20221128,0,4,5,1,0,0,1,0,0,0,1,0,0,0,0
2146,20221128,0,0,2,1,3,1,0,2,2,3,2,2,2,1,3
2147,20221128,1,3,2,2,2,2,2,2,2,2,2,2,2,2,4
2148,20221128,1,2,1,2,2,2,3,2,2,3,2,3,2,3,4
2150,20221128,0,1,7,3,2,2,2,2,2,3,3,2,2,3,3
2151,20221128,1,0,12,3,2,2,2,2,4,4,4,2,2,3,3
2152,20221128,1,3,2,2,4,4,2,2,2,1,2,2,2,3,3
2153,20221128,0,2,6,3,1,1,3,2,2,0,0,1,0,2,3
2154,20221128,0,1,2,2,2,2,2,2,2,2,3,2,2,4,4
2155,20221128,0,4,12,3,1,3,1,2,2,2,1,1,3,3,3
2156,20221128,0,1,7,2,2,3,3,2,1,1,2,2,4,1,4
2157,20221128,0,0,1,3,2,1,3,1,1,3,2,4,1,2,2
2158,20221128,0,4,10,2,0,0,1,2,2,2,2,2,2,0,0
2159,20221128,0,3,1,3,0,1,3,2,2,2,3,2,3,2,1
2160,20221128,1,1,7,4,3,1,2,0,0,1,1,0,1,2,3
2161,20221128,0,2,2,4,3,2,3,2,2,3,1,4,2,3,1
2162,20221128,0,4,1,4,2,2,2,1,1,2,3,2,3,3,4
2163,20221128,0,3,12,2,1,2,3,3,3,3,2,2,2,2,3
2164,20221128,1,1,9,4,2,2,2,2,2,2,2,2,2,2,2
2165,20221128,1,4,15,4,2,2,2,2,2,2,2,2,2,2,2
2166,20221128,0,2,2,1,0,0,0,0,0,0,0,0,0,4,0
2167,20221128,1,2,1,4,3,2,4,3,2,2,3,4,3,2,4
2168,20221128,1,4,8,4,2,1,2,2,2,2,2,2,2,2,3
2169,20221128,0,2,10,2,2,2,2,2,2,2,2,2,2,3,3
2171,20221128,0,3,1,2,2,2,2,2,2,2,2,3,2,2,2
2172,20221128,0,3,11,2,2,0,2,2,2,1,2,3,2,2,2
2173,20221128,0,4,10,4,0,2,3,0,1,1,1,3,3,3,3
2174,20221128,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2
2175,20221128,1,2,11,3,2,2,2,2,2,2,2,2,2,2,2
2176,20221128,0,3,14,4,4,3,4,4,0,4,4,1,0,3,4
2177,20221128,1,2,1,2,2,3,3,2,2,3,1,3,3,4,3
2178,20221128,1,3,1,4,2,3,2,2,2,2,2,2,2,2,4
2179,20221128,0,2,7,2,0,0,2,3,3,0,0,4,2,3,3
2180,20221128,0,2,1,2,3,4,4,1,3,1,1,1,1,4,4
2181,20221128,0,4,2,2,2,1,2,3,1,3,2,0,1,2,0
2182,20221128,0,2,15,2,0,0,0,0,0,0,0,0,0,0,0
2184,20221128,0,0,1,4,2,2,2,2,2,2,2,2,2,3,4
2185,20221128,1,3,2,3,4,3,2,3,4,2,0,0,0,3,0
2186,20221128,1,0,4,1,3,2,3,2,2,2,2,2,2,2,3
2187,20221128,0,2,13,4,2,2,3,0,1,3,3,2,1,1,2
2188,20221128,1,1,15,3,1,3,4,2,1,2,0,2,3,2,1
2190,20221128,1,0,14,4,3,2,3,2,2,2,2,1,1,3,3
2191,20221128,0,3,6,4,2,3,2,2,2,3,2,2,2,2,3
2192,20221128,1,1,1,4,2,2,4,2,2,3,1,1,2,4,0
2193,20221128,0,2,5,2,0,0,0,0,0,0,2,0,0,1,2
2194,20221128,1,4,5,4,3,3,3,3,3,3,3,3,3,3,3
2195,20221128,0,3,5,3,1,3,3,2,2,2,3,3,2,2,3
2196,20221128,0,0,1,1,2,2,2,2,2,2,2,2,2,2,3
2197,20221128,0,3,1,4,2,2,2,2,2,2,2,3,2,2,2
2198,20221128,0,3,0,4,2,2,2,2,2,3,2,2,2,2,2
2199,20221128,0,3,1,3,1,3,0,1,2,1,0,1,1,2,2
2200,20221128,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3
2201,20221128,0,2,10,3,2,3,4,2,3,1,1,2,3,3,3
2202,20221128,1,4,8,2,1,1,2,1,1,2,1,1,1,2,2
2203,20221128,0,3,9,3,2,3,3,3,4,2,4,4,3,3,4
2204,20221128,0,0,12,2,3,3,3,3,3,3,3,3,3,3,3
2205,20221128,1,0,9,2,2,2,3,2,2,3,3,3,2,3,4
2206,20221128,0,1,5,3,1,2,3,1,2,2,2,2,2,3,4
2207,20221128,0,2,14,2,0,0,4,0,0,2,1,2,2,2,4
2208,20221128,0,0,5,3,3,2,2,2,2,2,2,1,3,2,2
2209,20221128,1,3,1,4,3,3,3,2,2,3,3,2,2,3,3
2210,20221128,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2
2211,20221128,0,2,5,3,2,1,2,1,2,2,2,3,1,4,3
2212,20221128,0,4,1,3,2,2,2,2,2,2,2,3,2,3,3
2213,20221128,0,2,1,4,2,2,2,2,2,3,2,2,2,2,2
2214,20221128,1,3,0,1,2,2,3,1,2,3,2,1,1,2,3
2215,20221128,1,2,0,2,2,2,4,2,2,2,2,4,2,2,4
2216,20221128,0,0,14,1,3,2,3,1,4,3,3,4,4,2,4
2217,20221128,0,4,3,1,3,3,2,2,3,1,1,3,2,2,3
2218,20221128,0,4,15,3,2,3,2,3,2,3,2,2,2,2,3
2219,20221128,0,2,3,2,4,3,4,2,2,3,2,2,2,2,4
2220,20221128,1,3,7,1,3,3,2,2,2,3,2,3,3,3,3
2221,20221128,1,1,0,3,3,0,3,0,3,0,0,2,2,4,3
2222,20221128,0,2,6,3,2,2,2,2,2,3,2,3,3,3,2
2223,20221128,0,4,10,3,2,2,3,3,2,3,2,1,1,3,4
2224,20221128,1,2,4,3,3,1,3,2,3,2,2,2,2,3,2
